,Zip_Code,Date,Sales_Count,%_Home_Increasing,%_Home_Decreasing,Price_to_Rent_Ratio,Median_Rental_Studio,Median_Rental_1B,Median_Rental_2B,Median_Rental_3B,Median_Rental_DupTrip,Median_Rental_SingleFam,Median_Listing_2B,Median_Listing_3B,Median_Listing_5B+,Median_Listing_DupTrip,Median_Listing_SingleFam,Median_Sold_Condo,Median_Sold_SingleFam,Home_Value_1B,Home_Value_2B,Home_Value_3B,Home_Value_4B,Home_Value_5B+,Home_Value_DupTrip,Home_Value_SingleFam
0,90004,2008-03-31,17.0,41.08,51.36,,,,,,,,,,,,,,517.82424611636,520493.0,638892.0,485892.0,551703.0,890946.0,582046.0,474776.0
1,90004,2008-04-30,14.0,34.4,58.02,,,,,,,,,,,,,,,512135.0,625507.0,479314.0,547857.0,887622.0,569888.0,469593.0
2,90004,2008-05-31,20.0,28.38,63.34,,,,,,,,,,,,,,,502388.0,611155.0,472543.0,544461.0,886699.0,557964.0,463972.0
3,90004,2008-06-30,18.0,23.93,68.38,,,,,,,,,,,,,,,495376.0,602051.0,468200.0,545403.0,894775.0,548625.0,460999.0
4,90004,2008-07-31,22.0,20.28,72.05,,,,,,,,,,,,,,571.07170050761,487741.0,593275.0,464770.0,544543.0,898577.0,539254.0,458369.0
5,90004,2008-08-31,22.0,19.62,74.02,,,,,,,,,,,,,,,479632.0,587570.0,460672.0,541609.0,898009.0,529997.0,455175.0
6,90004,2008-09-30,17.0,15.98,77.93,,,,,,,,,,,,,,,473370.0,582975.0,457105.0,536596.0,890239.0,523391.0,451539.0
7,90004,2008-10-31,21.0,13.34,81.39,,,,,,,,,,,,,,,466933.0,577594.0,449935.0,534453.0,883528.0,516830.0,448843.0
8,90004,2008-11-30,15.0,10.87,84.35,,,,,,,,,,,,,358.97065217390997,,461536.0,567843.0,441988.0,531990.0,878923.0,511189.0,445572.0
9,90004,2008-12-31,12.0,8.75,86.64,,,,,,,,,,,,,,,450510.0,551310.0,429885.0,527523.0,866721.0,499825.0,438243.0
10,90004,2009-01-31,12.0,9.58,86.35,,,,,,,,,,,,,,,445247.0,538250.0,423413.0,525700.0,860264.0,490974.0,432925.0
11,90004,2009-02-28,12.0,10.28,85.79,,,,,,,,,,,,,,,440575.0,528686.0,419872.0,527802.0,860719.0,484418.0,430699.0
12,90004,2009-03-31,13.0,11.51,84.75,,,,,,,,,,,,,,,437792.0,525629.0,421432.0,531518.0,865420.0,479871.0,433214.0
13,90004,2009-04-30,17.0,12.16,84.14,,,,,,,,,,,,,,,431592.0,519725.0,420396.0,532677.0,871059.0,475448.0,432574.0
14,90004,2009-05-31,7.0,13.41,82.71,,,,,,,,,,,,,,,426903.0,514581.0,418470.0,532469.0,872434.0,470193.0,431409.0
15,90004,2009-06-30,22.0,11.69,84.75,,,,,,,,,,,,,,428.99408284024,421277.0,506490.0,417964.0,534362.0,878646.0,467221.0,431784.0
16,90004,2009-07-31,19.0,11.41,85.79,,,,,,,,,,,,,,,418124.0,502118.0,420790.0,539147.0,888531.0,465911.0,436216.0
17,90004,2009-08-31,17.0,10.85,86.38,,,,,,,,,,,,,,,419052.0,499597.0,425517.0,545476.0,904319.0,467342.0,442023.0
18,90004,2009-09-30,26.0,11.55,84.92,,,,,,,,,,,,,,571.88689217759,422370.0,500380.0,429194.0,551006.0,918060.0,467963.0,446399.0
19,90004,2009-10-31,17.0,12.42,84.31,,,,,,,,,,,,,,,424273.0,502681.0,434041.0,555777.0,933738.0,468385.0,450077.0
20,90004,2009-11-30,15.0,12.21,84.45,,,,,,,,,,,,,,,424612.0,504637.0,438719.0,562220.0,950014.0,467314.0,453873.0
21,90004,2009-12-31,18.0,13.2,82.71,,,,,,,,,,,,,,,426218.0,508603.0,443747.0,568507.0,969893.0,467495.0,458547.0
22,90004,2010-01-31,24.0,11.79,83.65,,,,,,,,,,,,,,,423526.0,509440.0,447427.0,572721.0,983594.0,466846.0,461718.0
23,90004,2010-02-28,8.0,13.72,81.46,,,,,,,,,,,,,,,418512.0,506905.0,444863.0,570547.0,986333.0,464284.0,459414.0
24,90004,2010-03-31,15.0,15.46,78.75,,,,,,,,,,,,,,,414952.0,505006.0,443348.0,570735.0,993811.0,465298.0,457583.0
25,90004,2010-04-30,14.0,16.87,75.67,,,,,,,,,,,,,,,414103.0,505686.0,444003.0,574808.0,998568.0,465312.0,459745.0
26,90004,2010-05-31,13.0,20.42,70.59,,,,,,,,,,,,,,,416199.0,510491.0,450616.0,582016.0,1012581.0,468996.0,466606.0
27,90004,2010-06-30,21.0,26.16,62.89,,,,,,,,,,,,,,502.0834665813901,413556.0,508975.0,450776.0,579773.0,1008651.0,465273.0,467041.0
28,90004,2010-07-31,24.0,25.98,63.08,,,,,,,,,,,,,,,410056.0,503438.0,446283.0,575659.0,1010620.0,460813.0,462176.0
29,90004,2010-08-31,20.0,27.25,60.73,,,,,,,,,,,,,,464.1998,404254.0,496460.0,440510.0,572684.0,1004764.0,454677.0,456429.0
30,90004,2010-09-30,15.0,32.47,56.31,,,,,,,,,,,,,,,395956.0,488055.0,439183.0,576238.0,1007358.0,449224.0,455342.0
31,90004,2010-10-31,17.0,31.86,57.06,20.01,,,,,,,,,,,,,,389107.0,480081.0,439738.0,578468.0,1005084.0,444244.0,455961.0
32,90004,2010-11-30,11.0,32.19,57.2,19.85,,,,,,,,,,,,,,380398.0,472038.0,439194.0,578855.0,1002598.0,438891.0,455750.0
33,90004,2010-12-31,20.0,30.82,58.38,19.69,,,,,,,,,,,,,,376492.0,469013.0,439784.0,579430.0,1003132.0,436585.0,456394.0
34,90004,2011-01-31,12.0,28.4,60.56,19.56,,,,,,,,,,,,,,372372.0,467095.0,439765.0,580716.0,1005239.0,434861.0,457472.0
35,90004,2011-02-28,11.0,23.48,66.89,19.38,,,,,,,,,,,,,,372157.0,466371.0,443947.0,584517.0,1012933.0,433876.0,461692.0
36,90004,2011-03-31,16.0,20.38,71.6,19.19,,,,,,,,,,,,,,369278.0,463284.0,445682.0,587688.0,1014522.0,430972.0,464468.0
37,90004,2011-04-30,19.0,18.66,73.27,19.12,,,,,,,,,,,,,,367533.0,460285.0,447997.0,590497.0,1019415.0,428871.0,466806.0
38,90004,2011-05-31,22.0,17.11,76.26,19.24,,,,,,,,,,,,,580.34700854701,362111.0,454337.0,446716.0,591600.0,1016694.0,425128.0,465790.0
39,90004,2011-06-30,21.0,17.69,75.62,19.19,,,,,,,,,,,,,,361443.0,454458.0,450102.0,598095.0,1025779.0,425402.0,469256.0
40,90004,2011-07-31,7.0,20.05,72.33,19.27,,,,,,,,,,,,,,360659.0,457544.0,456190.0,604131.0,1027734.0,426530.0,474846.0
41,90004,2011-08-31,26.0,21.44,69.13,19.33,,,,,,,,,,,,,510.60949098620995,357295.0,457079.0,465266.0,612583.0,1035861.0,424466.0,484069.0
42,90004,2011-09-30,13.0,20.85,69.22,19.43,,,,,,,,,,,,,,352989.0,454901.0,472322.0,616764.0,1040230.0,420931.0,491381.0
43,90004,2011-10-31,19.0,23.51,66.4,19.47,,,,,,,,,,,,,,346936.0,450921.0,476936.0,621806.0,1047963.0,416476.0,496665.0
44,90004,2011-11-30,12.0,22.94,66.31,19.51,,,,,,,,,,,,,,346689.0,451933.0,480019.0,622436.0,1056097.0,416462.0,499196.0
45,90004,2011-12-31,15.0,23.22,65.76,19.54,,,,,,,,,,,,,,344306.0,450642.0,482481.0,625129.0,1061993.0,416644.0,500685.0
46,90004,2012-01-31,13.0,24.49,64.09,19.48,,,,,,,,,,,,,,343670.0,449751.0,483466.0,626912.0,1069305.0,416695.0,501135.0
47,90004,2012-02-29,14.0,30.12,57.91,19.63,,,,,,,,,,,,,,341918.0,449616.0,484217.0,630600.0,1075164.0,417477.0,502138.0
48,90004,2012-03-31,16.0,33.2,55.41,19.59,,,,,,,,,,,,,,342354.0,450597.0,485082.0,630605.0,1082264.0,416793.0,502344.0
49,90004,2012-04-30,22.0,39.62,48.82,19.77,,,,,,,,,,,,,,341898.0,450456.0,485349.0,631685.0,1088691.0,416571.0,502694.0
50,90004,2012-05-31,29.0,45.6,42.35,19.88,,,,,,,,,,,,,362.51009839461,342334.0,449778.0,483862.0,631345.0,1100643.0,416392.0,501854.0
51,90004,2012-06-30,20.0,49.44,40.05,20.04,,,,,,,,,,,,,,341281.0,448721.0,482471.0,632348.0,1110861.0,417197.0,500990.0
52,90004,2012-07-31,24.0,52.66,38.49,19.99,,,,,,,,,,,,,,342146.0,448277.0,482240.0,635489.0,1123255.0,418641.0,501532.0
53,90004,2012-08-31,25.0,58.19,32.14,20.23,,,,,,,,,,,,,,345299.0,450264.0,478569.0,634323.0,1135523.0,422730.0,498427.0
54,90004,2012-09-30,24.0,61.84,28.54,20.54,,,,,,,,,,,,,,350928.0,454503.0,476243.0,635591.0,1152006.0,428870.0,497030.0
55,90004,2012-10-31,21.0,67.91,23.2,20.75,,,,,,,,,,,,,,359871.0,461211.0,477884.0,638571.0,1174927.0,437232.0,498598.0
56,90004,2012-11-30,22.0,74.73,17.29,20.89,,,,,,,,,,,,,,366539.0,467353.0,485778.0,649377.0,1196013.0,443110.0,506277.0
57,90004,2012-12-31,32.0,81.86,12.0,21.08,,,,,,,,,,,,,533.63074811256,374795.0,475468.0,496272.0,661708.0,1220973.0,450079.0,517272.0
58,90004,2013-01-31,9.0,85.55,9.2,21.22,,,,,,,,,,,,,,381279.0,483001.0,504458.0,669959.0,1243427.0,455891.0,526416.0
59,90004,2013-02-28,10.0,88.12,7.86,21.3,,,,,,,,,,,,,,389761.0,492106.0,513485.0,681371.0,1274036.0,463803.0,537307.0
60,90004,2013-03-31,20.0,91.34,6.12,21.94,,,,,,,,,,,,,,397202.0,500074.0,522411.0,695417.0,1306500.0,472823.0,548432.0
61,90004,2013-04-30,30.0,92.16,5.55,22.04,,,,,,,,,,,535.49571603427,,512.5458996328,407783.0,511913.0,535904.0,713877.0,1344506.0,484614.0,563282.0
62,90004,2013-05-31,26.0,91.84,4.99,22.13,,,,,,,,,,,546.02577573622,,513.7423,417173.0,523548.0,549137.0,728913.0,1375240.0,494162.0,577319.0
63,90004,2013-06-30,27.0,92.87,4.61,22.46,,,,,,,,,,,535.4907920615,,,428576.0,535054.0,560602.0,741677.0,1406680.0,504197.0,590238.0
64,90004,2013-07-31,30.0,94.85,3.48,22.32,,,,,,,,,,,513.20479774015,,,437455.0,544725.0,571310.0,753560.0,1436075.0,512700.0,601268.0
65,90004,2013-08-31,19.0,94.85,2.96,22.54,,,,,,,,,,,479.16076869153,,,449957.0,558543.0,586578.0,768988.0,1464680.0,525877.0,615054.0
66,90004,2013-09-30,21.0,94.8,3.34,22.8,,,,,,,,,,,509.7207613665099,,,460336.0,570315.0,600312.0,784310.0,1490303.0,536240.0,627319.0
67,90004,2013-10-31,18.0,93.79,3.72,22.91,,,,,,,,,,,536.96586027583,,,466811.0,579356.0,607953.0,795432.0,1505644.0,543859.0,635626.0
68,90004,2013-11-30,24.0,92.05,5.22,23.16,,,,,,,,,,,605.8419863638201,,,469768.0,583353.0,610613.0,806517.0,1527994.0,547270.0,641842.0
69,90004,2013-12-31,26.0,90.02,6.8,23.23,,,,,,,,,,,631.87456119822,,,469939.0,585581.0,609338.0,811834.0,1544618.0,547055.0,644046.0
70,90004,2014-01-31,17.0,89.36,7.41,23.39,,,,,,,,,,,536.96586027583,,,472275.0,588755.0,613772.0,825337.0,1567663.0,548897.0,651484.0
71,90004,2014-02-28,14.0,86.84,8.83,23.65,,,,,,,,,,,509.328358208955,,,472215.0,589767.0,615914.0,831660.0,1580449.0,548694.0,654973.0
72,90004,2014-03-31,18.0,84.82,10.64,23.99,,,,,,,,,,,533.9972991508271,,,472981.0,593744.0,623279.0,840586.0,1594886.0,551539.0,662308.0
73,90004,2014-04-30,29.0,88.2,8.86,24.52,,,,,,,,,,,515.177548682703,,,471653.0,594716.0,625728.0,844350.0,1604437.0,551330.0,665503.0
74,90004,2014-05-31,25.0,87.02,9.77,24.62,,,,,,,,,,,538.834951456311,,,473310.0,598179.0,632254.0,855234.0,1614696.0,553841.0,672892.0
75,90004,2014-06-30,23.0,84.79,12.22,24.63,,,,,,,,,,,587.251356238698,,,474193.0,600224.0,638324.0,867577.0,1624163.0,554271.0,680287.0
76,90004,2014-07-31,23.0,83.07,13.64,24.16,,,,,,,,,,,583.804143126177,,,476828.0,606065.0,647376.0,879441.0,1636458.0,558002.0,688128.0
77,90004,2014-08-31,37.0,82.12,14.65,23.96,,,,,,,,,,,550.842095970495,,,472787.0,604728.0,651734.0,888701.0,1651710.0,554871.0,693131.0
78,90004,2014-09-30,22.0,81.44,15.05,23.52,,,,,,,,,,,539.008321775312,,,469362.0,605207.0,654457.0,897052.0,1670377.0,553255.0,696861.0
79,90004,2014-10-31,36.0,81.58,15.07,23.18,,,,,,,,,,,547.1835563783329,,,467630.0,605647.0,658725.0,910205.0,1692152.0,551103.0,705005.0
80,90004,2014-11-30,21.0,84.51,12.31,23.36,,,,,,,,,,,570.913461538462,,,471983.0,611850.0,665530.0,922117.0,1709682.0,555615.0,714016.0
81,90004,2014-12-31,22.0,84.11,12.34,23.36,,,,,,,,,,,578.988026264967,,,478457.0,616627.0,676122.0,936916.0,1726117.0,561762.0,725348.0
82,90004,2015-01-31,23.0,83.51,13.06,23.15,,,,,,,,,,,561.515231848479,,,485375.0,622403.0,687686.0,955230.0,1741094.0,569082.0,737717.0
83,90004,2015-02-28,23.0,84.05,12.69,23.01,,,,,,,,,,,602.729190411412,,,493262.0,629477.0,702781.0,976817.0,1763577.0,575984.0,753310.0
84,90004,2015-03-31,17.0,84.94,12.5,22.94,,,,,,,,,,,614.750155352677,,,501283.0,635745.0,712805.0,999028.0,1784922.0,580308.0,766855.0
85,90004,2015-04-30,27.0,86.16,11.37,22.62,,,,,,,,,,271.399456521739,586.611861421022,,,506342.0,640223.0,719285.0,1012611.0,1799191.0,582052.0,776024.0
86,90004,2015-05-31,24.0,83.96,12.1,22.53,,,,,,,,,,275.891861761427,635.554425228891,,,511392.0,644900.0,725210.0,1028528.0,1820688.0,584205.0,786204.0
87,90004,2015-06-30,26.0,84.42,11.28,22.36,,,,,,,,,,301.395699735949,636.091351553725,,,515633.0,651844.0,733386.0,1042694.0,1844538.0,587133.0,797649.0
88,90004,2015-07-31,32.0,84.07,11.53,22.34,,,,,,,,,,301.395699735949,627.6939655172409,,764.0067911714799,523304.0,652749.0,731847.0,1058892.0,1878615.0,588583.0,810566.0
89,90004,2015-08-31,29.0,84.61,11.33,22.46,,,,,,,,,403.25352850334,308.349146110057,629.238067703953,,,532001.0,654475.0,728445.0,1072631.0,1911362.0,591124.0,821621.0
90,90004,2015-09-30,19.0,82.21,13.47,22.33,,,,,,,,,400.90933404654,311.23576047185503,661.774607814212,,,540034.0,655987.0,729456.0,1087102.0,1937308.0,594256.0,836476.0
91,90004,2015-10-31,24.0,75.98,19.6,22.16,,,,,,,,,391.36622390892,311.23576047185503,691.5269319958659,,,545931.0,662924.0,738739.0,1102261.0,1966588.0,599427.0,849901.0
92,90004,2015-11-30,17.0,67.47,27.81,22.23,,,,,,,,,406.25184007537,319.394265228159,717.178535268309,,,549983.0,668920.0,750123.0,1119359.0,1994454.0,604059.0,864355.0
93,90004,2015-12-31,18.0,65.43,30.44,22.05,,,,,,,,,397.82275159410005,314.123760037789,654.015401540154,,,555474.0,678412.0,761581.0,1140228.0,2035237.0,610328.0,880360.0
94,90004,2016-01-31,15.0,67.6,27.23,22.15,,,,,,,,,408.22440087146003,332.778147901399,664.033264033264,,,558351.0,686947.0,771567.0,1154878.0,2067353.0,613119.0,894242.0
95,90004,2016-02-29,16.0,65.37,29.1,23.24,,,,,,,,,407.97741434381004,354.560622914349,641.444342226311,,,561923.0,695174.0,779582.0,1173363.0,2096302.0,615399.0,908694.0
96,90004,2016-03-31,22.0,65.75,29.41,22.75,,,,,,,,,429.11153119092995,370.992625144634,676.846610710228,,,564317.0,700481.0,785819.0,1186951.0,2119787.0,616148.0,920012.0
97,90004,2016-04-30,27.0,66.26,27.86,22.51,,,,,,,,,385.66243194192003,370.992625144634,768.78612716763,,748.0957562568,571830.0,708169.0,798530.0,1211536.0,2158753.0,621329.0,937735.0
98,90004,2016-05-31,25.0,86.16,10.7,21.54,,,,,,,,,381.25530110263,351.35788950826304,772.8253055355859,,,575289.0,714651.0,810575.0,1230085.0,2195777.0,625377.0,952165.0
99,90004,2016-06-30,30.0,85.53,10.72,21.31,,,,,,,,,381.25530110263,365.34243236656096,768.78612716763,,,579631.0,720377.0,823461.0,1251395.0,2230881.0,629682.0,967359.0
100,90004,2016-07-31,29.0,69.66,25.94,20.7,,,,,,,,,383.82315436503995,365.34243236656096,787.197680360105,,,578388.0,732600.0,842186.0,1272307.0,2253317.0,631752.0,983519.0
101,90004,2016-08-31,29.0,75.98,18.1,20.98,,,,,,,,,386.8411352746,345.086935899256,777.345918933926,,,582205.0,749506.0,866712.0,1300784.0,2276977.0,635905.0,1006444.0
102,90004,2016-09-30,26.0,78.83,14.68,21.36,,,,,,,,,390.90909090908997,341.619529621911,769.8656902854649,,,585766.0,765602.0,886859.0,1327906.0,2301220.0,639972.0,1024853.0
103,90004,2016-10-31,18.0,79.81,13.59,21.61,,,,,,,,,437.92517006803,341.619529621911,788.267354249012,,,592415.0,775305.0,902346.0,1350928.0,2326101.0,644884.0,1040769.0
104,90004,2016-11-30,24.0,79.03,13.16,22.12,,,,,,,,,472.27413954573,341.619529621911,766.901700539195,,,595301.0,779515.0,911049.0,1365947.0,2345457.0,646022.0,1050276.0
105,90004,2016-12-31,21.0,78.17,14.76,22.33,,,,,,,,,429.57221941853,325.248999360876,817.967913183376,,,598040.0,783471.0,920534.0,1382046.0,2366347.0,645894.0,1061215.0
106,90004,2017-01-31,22.0,78.39,14.16,22.17,,,2.30720164609053,,2.45,,,,421.63129634365,341.619529621911,726.031377106333,,,601716.0,786623.0,929718.0,1400887.0,2394556.0,647280.0,1072972.0
107,90004,2017-02-28,26.0,77.31,14.72,22.05,,,2.3449754901960804,,2.4039757412399,,,,412.72822870059997,364.464691168632,730.662747376696,,,604605.0,790848.0,938297.0,1414275.0,2425541.0,649415.0,1081581.0
108,90004,2017-03-31,34.0,74.55,16.59,22.13,2.89444444444444,2.7181818181817996,2.24885222381636,,2.35,,,,477.00852866872003,376.849713164251,786.692946534502,,,605919.0,795233.0,949091.0,1429017.0,2463364.0,652761.0,1092292.0
109,90004,2017-04-30,28.0,72.76,18.96,22.09,2.77777777777778,2.65555555555556,2.3154247791928997,,2.4150943396226,,,,416.26547516143995,387.85272199450304,755.329536408035,,,606064.0,801096.0,959333.0,1440847.0,2495144.0,654749.0,1102806.0
110,90004,2017-05-31,32.0,69.82,22.34,22.16,3.07114845938375,2.58698924731183,2.27097902097902,,2.325,,,,477.01849272922004,388.39255261018997,799.23273657289,,,610151.0,805736.0,968125.0,1461396.0,2534326.0,658016.0,1116177.0
111,90004,2017-06-30,35.0,67.96,24.25,22.21,2.88888888888889,2.71818181818182,2.28125,,2.3913043478261,,,,477.01849272922004,415.73452647278197,785.8267716535429,,,614199.0,810815.0,977234.0,1483501.0,2566110.0,660455.0,1129627.0
112,90004,2017-07-31,24.0,71.21,22.53,22.31,2.998,2.71818181818182,2.52105263157895,,2.484375,,,,427.5026718917,380.86956521739097,773.909899802899,,,619648.0,812984.0,987111.0,1508332.0,2595779.0,663500.0,1141327.0
113,90004,2017-08-31,23.0,70.36,22.44,22.4,3.11666666666667,2.80555555555556,2.61875,,2.6363636363636003,,,,389.94692475804,390.238842354894,773.4011949546359,,,622427.0,816437.0,1000974.0,1531792.0,2618464.0,666515.0,1153319.0
114,90004,2017-09-30,21.0,73.18,19.98,22.83,3.1666666666666696,2.9578125,2.64367816091954,,2.6169675944177,,,,433.45588235293997,392.759828727131,794.77703661652,,,628286.0,820702.0,1017759.0,1557060.0,2654824.0,669781.0,1168782.0
115,90004,2017-10-31,25.0,61.22,31.54,23.3,2.95148247978437,2.7071428571428595,2.53211629479378,,2.3233766233766002,,,,420.27942446654,385.25208313069396,852.547680045545,,,632238.0,826371.0,1035158.0,1587459.0,2694054.0,672255.0,1189422.0
116,90004,2017-11-30,30.0,70.86,23.87,24.14,2.9939999999999998,2.7,2.6547619047619,,2.474375,,,,436.16722839797995,414.330977333658,879.844136400546,,,639762.0,838123.0,1057419.0,1626399.0,2750490.0,676729.0,1217441.0
117,90004,2017-12-31,24.0,68.02,26.78,24.17,3.0625,2.81818181818182,2.7239583333333304,,2.6,,,,452.33347962382004,380.86956521739097,871.9041818920019,,,642393.0,847461.0,1075296.0,1661099.0,2794709.0,680396.0,1241050.0
118,90004,2018-01-31,17.0,67.57,27.02,24.13,3.0625,2.7266666666666697,2.6803753930817598,,2.6639784946237,,,,446.89713224196,392.759828727131,845.689932762414,,,647649.0,855921.0,1089494.0,1690628.0,2843703.0,684769.0,1260698.0
119,90004,2018-02-28,16.0,68.28,25.6,24.4,3.4177215189873396,2.81953867028494,2.7708333333333304,,2.7519886363636,,,,455.25033707865,435.778698513283,866.641828529538,,,650304.0,861779.0,1104797.0,1716430.0,2883122.0,689287.0,1280234.0
120,90004,2018-03-31,25.0,71.7,22.98,24.73,3.3415833333333302,2.81818181818182,2.71428571428571,,2.595,,,,450.62695924765,419.80803571428595,829.939457304027,,,657534.0,871459.0,1127635.0,1747439.0,2927949.0,694983.0,1306069.0
121,90004,2018-04-30,32.0,73.01,21.29,25.04,3.3728333333333302,2.7272727272727297,2.595,,2.59,,,,438.80597014925,416.666666666667,849.335302806499,,,660208.0,878705.0,1149854.0,1780264.0,2956551.0,697699.0,1330820.0
122,90004,2018-05-31,28.0,75.01,19.02,25.35,3.5134529147982096,2.75,2.52424046541694,,2.5456696070569,,,,402.22537878787995,422.949404761905,813.0584666298951,,,662977.0,886130.0,1170696.0,1808741.0,2981231.0,698852.0,1352423.0
123,90004,2018-06-30,28.0,80.42,14.14,25.72,3.65,2.8636363636363598,2.4758620689655197,,2.49375,,,,402.22537878787995,429.09685328974297,861.059765865681,,,663994.0,893195.0,1185433.0,1833807.0,3007222.0,699276.0,1370348.0
124,90004,2018-07-31,28.0,83.31,12.07,25.8,3.4285714285714306,3.0,2.54320987654321,,2.5,,,,427.97157622738996,434.45225144802697,810.7285505068761,,,666978.0,903175.0,1201467.0,1858596.0,3054062.0,701451.0,1390877.0
125,90004,2018-08-31,24.0,86.12,8.72,25.26,3.73158231902627,2.8636363636363598,2.62385748321421,,2.6,,,878.877400295421,432.83609450412,440.71621290164296,815.320439893819,,,668176.0,909146.0,1213340.0,1886524.0,3113450.0,701739.0,1411183.0
126,90004,2018-09-30,32.0,61.02,29.3,24.24,3.4693877551020402,2.7440296803652995,2.55594624160025,,2.6363636363636003,,,747.298420615129,425.39267015707003,443.518518518519,788.850518006907,,,670115.0,913925.0,1222101.0,1907949.0,3165459.0,701335.0,1427060.0
127,90004,2018-10-31,24.0,60.69,30.24,24.24,3.44729907773386,3.01437405077023,2.6286799620132997,,2.7647058823529,,,729.686362010351,452.17400580304,460.829493087558,805.875576036866,,,671271.0,917684.0,1229906.0,1929999.0,3212051.0,701424.0,1440774.0
128,90004,2018-11-30,14.0,50.66,42.64,23.94,3.4049971767363103,3.0833333333333304,2.70145499794438,,2.7707264957265,,,712.074303405573,,427.214012015162,864.8229280759401,,,673429.0,920451.0,1235899.0,1942452.0,3236058.0,702359.0,1448944.0
129,90004,2018-12-31,13.0,53.05,40.58,23.86,3.48418972332016,2.9569245558207404,2.6191832858499504,,2.7722222222222,,,788.850518006907,,421.746713834066,897.901447586609,,,674643.0,921351.0,1244662.0,1961825.0,3258627.0,702950.0,1459543.0
130,90004,2019-01-31,11.0,54.13,39.47,23.87,3.4506340579710097,3.0108024691358,2.63817663817664,,2.7722222222222,2.68505586592179,,756.260290943878,,421.746713834066,890.4924082120081,,,675198.0,922874.0,1255018.0,1976930.0,3276496.0,702842.0,1470217.0
131,90004,2019-02-28,17.0,54.27,39.12,23.78,3.4285714285714306,3.06666666666667,2.6113535262658103,,2.7869375573921,2.90536412512219,,777.036339639767,,425.098754178061,860.755109109803,,,671665.0,923835.0,1265737.0,2000673.0,3303847.0,699400.0,1483746.0
132,90004,2019-03-31,31.0,50.56,43.34,23.61,3.3991031390134503,2.9537037037037,2.502913647343,,2.6848484848484997,2.8926322869241297,,747.298420615129,,429.44866037835504,853.003870739856,,,666014.0,923805.0,1271921.0,2019987.0,3328729.0,695721.0,1493521.0
133,90004,2019-04-30,34.0,48.1,44.98,23.49,3.2720756443495502,2.99,2.53846153846154,,2.6518975332068,2.8390088711277404,,808.080808080808,,430.69694596710997,839.1502276176019,,,661773.0,924597.0,1277080.0,2039990.0,3363634.0,693385.0,1503550.0
134,90004,2019-05-31,23.0,1.9,97.93,8.4,3.375,3.09490740740741,2.58823529411765,,2.662962962963,2.8508771929824595,,780.185758513932,,420.544022906228,857.6724682962081,,,660236.0,925716.0,1284321.0,2058786.0,3398857.0,693271.0,1514703.0
135,90004,2019-06-30,22.0,1.63,98.25,8.38,3.67906178489703,3.0570987654321002,2.6761396011396,,2.8228571428571003,2.8004139797786802,,808.166617632637,,424.322999594575,874.125874125874,,,659909.0,926745.0,1296473.0,2078888.0,3438411.0,694086.0,1528907.0
136,90004,2019-07-31,31.0,1.58,98.2,8.35,3.5625,3.05970149253731,2.63333333333333,,,2.93529411764706,,817.972367438387,,422.949404761905,858.369098712446,,,658861.0,925564.0,1306174.0,2097743.0,3465559.0,694024.0,1542007.0
137,90004,2019-08-31,13.0,,,,3.4875,2.9641554433221096,2.65625,,,2.66387426356893,,828.940493468795,,424.016282225237,852.343421772971,,,659843.0,925564.0,1315622.0,2112896.0,3486974.0,695160.0,1553549.0
138,90004,2019-09-30,22.0,,,,3.62228260869565,2.88805970149254,2.64900662251656,,,2.6136234087022596,,828.940493468795,,436.01225547961303,855.210819411297,,,659395.0,926154.0,1327184.0,2132984.0,3507126.0,697008.0,1567997.0
139,90004,2019-10-31,17.0,,,,3.46666666666667,3.11728395061728,2.75,,,2.5564546246732203,,798.643757451882,,463.589421275757,894.834392451377,,,660432.0,927975.0,1340567.0,2150801.0,3530743.0,698977.0,1582162.0
140,90004,2019-11-30,24.0,,,,3.46860986547085,3.11567164179105,2.75,,,2.61578947368421,,701.0834926704911,,470.21222193812304,888.888888888889,,,660458.0,928538.0,1354700.0,2173715.0,3565123.0,700570.0,1598482.0
141,90004,2019-12-31,24.0,,,,3.4177215189873396,3.0635820895522405,2.75,,,3.0,,703.7641995576989,,448.05552172526706,827.6923076923081,,,664169.0,931506.0,1369468.0,2193107.0,3608094.0,703486.0,1615486.0
142,90004,2020-01-31,19.0,,,,,,,,,,,,,,,,,667668.0,934487.0,1385775.0,2218766.0,3651038.0,706890.0,1635169.0
143,90004,2020-02-29,17.0,,,,,,,,,,,,,,,,,676382.0,938895.0,1402029.0,2240977.0,3692035.0,713188.0,1654026.0
144,90004,2020-03-31,20.0,,,,,,,,,,,,,,,,,,,,,,,
145,90005,2011-03-31,13.0,7.41,86.48,16.05,,,,,,,,,,,,,,328328.0,373163.0,542402.0,558901.0,769712.0,392356.0,562012.0
146,90005,2011-04-30,8.0,7.79,87.45,15.99,,,,,,,,,,,,,,324759.0,371057.0,541108.0,556936.0,773267.0,390509.0,560362.0
147,90005,2011-05-31,11.0,8.55,86.26,15.78,,,,,,,,,,,,,,320476.0,366973.0,535068.0,551299.0,770451.0,386408.0,555358.0
148,90005,2011-06-30,14.0,8.92,85.45,15.87,,,,,,,,,,,,,,319568.0,366465.0,535356.0,550906.0,774296.0,385864.0,556111.0
149,90005,2011-07-31,16.0,12.44,82.53,15.95,,,,,,,,,,,,,,320413.0,366184.0,536952.0,551822.0,776136.0,385304.0,557657.0
