Zip,Median Total,Median  Owner occupied,Median  Renter occupied
94044,111699.12000000001,80334,54083
94060,91450.32,91735,43088
94061,101548.2,86014,50520
94062,150653.88,117483,49621
94063,75513.36,65940,40341
94065,165111.96,112134,94618
94066,96340.92,69271,51731
94070,138267.48,100942,58636
94074,111706.92,175618,48571
94080,95032.08,70393,47554
94086,110390.28,81083,66273
94087,132000.96,104337,66272
94089,106557.36,64788,75943
940HH,0.0,0,0
94102,34998.6,66964,21602
94103,47814.0,76107,25393
94104,22253.4,"2,500-",14779
94105,135588.96,87432,86595
94107,95369.04000000001,97568,45894
94108,48648.6,87929,29287
94109,67767.96,78193,40076
94110,82848.48,72908,46165
94111,82179.24,93541,39783
94112,89689.08,64022,46058
94114,118003.08,102308,65409
94115,85931.04000000001,105297,47179
94116,103231.44,73369,51481
94117,100130.16,98074,56763
94118,95723.16,88998,54017
94121,95706.0,76303,51178
94122,94359.72,72522,52425
94123,131199.12,125868,76218
94124,57128.76,58143,22446
94127,147426.24,100608,64911
94128,0.0,0,0
94129,113656.92,109704,72634
94130,117137.28,0,75088
94131,119472.6,91161,65489
94132,86910.72,70233,47016
94133,63236.16,79024,33481
94134,82999.8,61101,36220
941HH,0.0,0,0
941XX,0.0,0,0
94301,150145.32,147421,60075
94303,99824.40000000001,86907,42627
94304,120120.0,128715,70882
94305,65601.12,149187,31081
94306,127743.72,108024,55731
943HH,0.0,0,0
94401,86015.28,70012,47029
94402,129838.8,100060,60641
94403,106012.92,79164,57957
94404,142729.08000000002,97657,83156
944HH,0.0,0,0
94501,80372.76000000001,68043,42078
94502,134693.52000000002,90655,55644
94506,219379.68,143299,104067
94507,219866.4,146990,61719
94508,87349.08,68750,37316
94509,93660.84,71383,31641
94510,100356.36,78354,41244
94511,64350.0,41667,39500
94512,79393.08,64531,31833
94513,104491.92,74549,40919
94514,133986.84,90094,43438
94515,67117.44,51444,36347
94517,150861.36000000002,101077,63056
94518,99421.92,72925,44948
94519,89470.68000000001,66175,43265
94520,64041.12,54735,32721
94521,99774.48000000001,73024,45874
94523,104680.68000000001,78325,47595
94525,75134.28,65043,37157
94526,169536.12,114151,61411
94530,88620.48,68774,44241
94533,78655.2,63826,33388
94535,57239.520000000004,40313,36528
94536,108437.16,82036,52897
94538,105437.28,76057,60692
94539,159168.36000000002,110394,65087
94541,75115.56,63916,39003
94542,107115.84,84907,50949
94544,75738.0,60647,39656
94545,89233.56,62898,47231
94546,90648.48,67241,45631
94547,115862.76000000001,76560,57609
94549,156909.48,120321,57292
94550,115616.28,85832,45073
94552,162416.28,106467,71029
94553,94337.88,72097,38767
94555,129880.92,90779,61215
94556,151600.80000000002,107497,55125
94558,87526.92,66199,39175
94559,68697.72,56373,33885
94560,108087.72,76435,51729
94561,98707.44,68388,36529
94563,187313.88,126378,51029
94564,94712.28,70386,40453
94565,75114.0,59510,32310
94566,139359.48,104686,52745
94567,95550.0,62083,47500
94568,120118.44,84698,63031
94569,93113.28,59844,42344
94571,69682.08,47238,32097
94572,93645.24,72013,34663
94574,95369.04000000001,79770,44539
94576,106708.68000000001,52679,69306
94577,79229.28,61768,39857
94578,68867.76000000001,56756,37888
94579,88310.04000000001,60812,45558
94580,84976.32,57850,44476
94583,148073.64,106786,69761
94585,102846.12000000001,72127,38694
94586,125207.16,95839,71167
94587,111351.24,80800,51180
94588,144105.0,101261,67734
94589,83815.68000000001,60683,36250
94590,55685.76,46943,26980
94591,94924.44,70865,42408
94592,39975.0,90957,16500
94595,80441.40000000001,52292,47548
94596,100847.76000000001,84615,50739
94598,133938.48,95057,56836
94599,74925.24,43958,50972
945HH,0.0,0,0
945XX,0.0,0,0
94601,50392.68,51594,26404
94602,86439.6,74023,36802
94603,54083.64,44163,25918
94605,73862.88,63040,27295
94606,49834.200000000004,51796,29142
94607,33087.6,40513,16349
94608,52068.12,46950,27677
94609,53529.840000000004,60058,28698
94610,76223.16,84406,40545
94611,107044.08,107214,37290
94612,31118.88,43977,17925
94618,122658.12000000001,97929,54375
94619,85200.96,70833,34360
94621,44461.560000000005,40275,20673
946HH,0.0,0,0
94702,61111.44,57857,29879
94703,66899.04000000001,68406,31376
94704,31317.0,63029,15575
94705,103822.68000000001,111495,35803
94706,90250.68000000001,67917,47163
94707,156720.72,106581,63646
94708,163254.0,110979,79372
94709,63234.6,87611,31065
94710,51325.560000000005,51678,27201
947HH,0.0,0,0
94801,51264.72,44981,25070
94803,95872.92,71955,38524
94804,63928.8,52231,31302
94805,78054.6,56902,41739
94806,67942.68000000001,53527,32688
948HH,0.0,0,0
94901,93807.48000000001,98406,40154
94903,110145.36,81192,44175
94904,128812.32,109805,51783
94920,166915.32,144904,69364
94922,82680.0,65114,28654
94923,92219.40000000001,74013,42763
94924,81900.0,61591,36667
94925,120595.8,91974,60313
94928,81263.52,63673,38022
94929,72859.8,46786,46563
94930,95255.16,74190,41280
94931,80783.04000000001,59792,42363
94933,84149.52,69375,29643
94937,72150.0,62045,36458
94938,93113.28,70000,41406
94939,117466.44,105409,58475
94940,57135.0,37344,32000
94941,140688.6,116419,52771
94945,102435.84,81858,44760
94946,115781.64,109322,43125
94947,103329.72,77558,43801
94949,98359.56,77774,48163
94950,111881.64,71094,81112
94951,95615.52,73587,43810
94952,87871.68000000001,71250,41143
94954,105328.08,74400,46304
94956,78154.44,73654,32841
94960,117853.32,91511,43882
94963,88238.28,61696,30357
94964,73883.16,60547,46389
94965,118389.96,94711,67257
94970,131912.04,111669,60139
94971,79040.52,43750,52344
94972,70785.0,45375,0
94973,90395.76000000001,71635,24167
949HH,0.0,0,0
949XX,159531.84,102264,0
95002,89295.96,64667,53167
95003,106037.88,75534,50321
95004,107087.76000000001,77829,34000
95005,101799.36,77454,39408
95006,101800.92,80804,35353
95007,110987.76000000001,82421,30313
95008,105811.68000000001,89726,52128
95010,71770.92,50880,41542
95012,64838.28,49716,35495
95014,155911.08000000002,113454,81474
95017,86775.0,86159,31750
95018,93776.28,67025,45946
95019,58988.28,56094,22865
95020,101356.32,80593,42264
95023,90224.16,70643,35455
95030,180195.6,145464,63203
95032,143764.92,111221,67279
95033,166099.44,116170,60213
95035,132171.0,96014,58763
95037,128202.36,100586,47472
95039,83850.0,67500,31364
95041,76917.36,80040,8750
95043,63699.48,44250,35469
95045,77655.24,67857,36761
95046,108136.08,93272,41328
95050,91328.64,76634,50691
95051,112505.64,79761,65858
95054,130857.48000000001,102384,75578
95060,83899.92,76723,34167
95062,73089.12,60120,38291
95064,70200.0,80000,29500
95065,90280.32,73368,35417
95066,112248.24,91515,41910
95070,214019.52000000002,143323,61705
95073,90324.0,67396,45119
95076,70181.28,57172,31840
950HH,0.0,0,0
95110,73020.48,60398,40342
95111,90793.56,67795,39125
95112,63758.76,65515,33414
95113,19350.24,"2,500-",12981
95116,74017.32,64539,38482
95117,89707.8,82115,50299
95118,112639.8,85714,53193
95119,134574.96,94619,51520
95120,187477.68,123196,86914
95121,116252.76000000001,81891,51011
95122,94075.8,70556,42696
95123,116383.8,82477,58180
95124,122060.64,89168,56414
95125,106334.28,85683,47155
95126,77143.56,85650,41320
95127,97824.48000000001,71047,46125
95128,87696.96,76770,47207
95129,125269.56,98424,61440
95130,113100.0,92669,52431
95131,137623.2,93872,68539
95132,129909.0,88727,68856
95133,105719.64,83548,41000
95134,128734.32,85357,79302
95135,149518.2,101283,44286
95136,115719.24,85298,62672
95138,162293.04,112338,60795
95139,137607.6,94758,64632
95140,25350.0,0,16250
95148,140722.92,95794,60779
951HH,0.0,0,0
95202,17989.920000000002,37330,10773
95203,45227.520000000004,40078,21845
95204,56150.64,46035,23222
95205,40954.68,32669,20269
95206,55521.96,45382,18819
95207,51255.36,52865,23841
95209,87826.44,67097,32250
95210,56025.840000000004,45910,25265
95212,79346.28,56116,17826
95215,53662.44,38417,25842
95219,78028.08,75304,30000
95220,76581.96,51625,39007
95221,41145.0,26458,26250
95222,57654.48,47500,23457
95223,70154.76000000001,46926,35417
95224,14664.0,9150,10781
95225,25350.0,16250,0
95226,54405.0,34875,0
95227,78115.44,53393,31250
95228,70688.28,45662,41250
95230,64058.28,41563,40313
95231,51090.0,46736,23458
95232,33150.0,21250,0
95233,91650.0,60682,22344
95236,77243.40000000001,59543,35132
95237,66505.92,55625,23618
95240,55805.880000000005,50278,24652
95242,76129.56,59565,36234
95245,58730.880000000005,39936,25515
95246,46520.76,39934,23558
95247,68919.24,49074,31058
95249,53378.520000000004,37917,22098
95250,20582.64,6838,90863
95251,62790.0,35625,52361
95252,74344.92,50346,29088
95254,80506.92,53333,26583
95255,43425.72,30833,15455
95257,29900.52,23393,18125
95258,84940.44,64609,21574
952HH,0.0,0,0
952XX,0.0,0,0
95301,58822.920000000006,46399,25292
95303,64838.28,56750,31818
95305,40254.24,22500,29750
95306,46068.36,43393,18000
95307,60538.920000000006,47353,25488
95310,56886.96,39107,22109
95311,40258.92,27379,21371
95312,35100.0,29375,16250
95313,50625.12,51875,24811
95315,63183.12,44222,27469
95316,61425.0,45833,28125
95317,53169.48,43750,31250
95318,54366.0,40625,33309
95320,74430.72,60081,25960
95321,65257.920000000006,43806,31875
95322,57592.08,45963,20787
95323,58050.72,52159,24091
95324,64850.76,48924,32031
95325,27070.68,38523,15972
95326,66679.08,50705,22614
95327,53177.28,40548,22446
95328,51350.520000000004,32917,33750
95329,71955.0,50000,31563
95330,85286.76000000001,60423,31207
95333,51412.92,36490,26765
95334,51760.8,38018,24273
95335,35471.28,23929,20577
95336,74979.84,56142,34490
95337,68257.8,56854,31731
95338,54018.12,40726,20125
95340,51416.04,50506,20888
95345,41700.36,32344,11125
95346,81249.48,54135,32031
95348,52533.0,48967,25549
95350,59407.920000000006,50427,25762
95351,47892.0,40676,19781
95354,52628.16,44013,24120
95355,70092.36,59578,29795
95356,73188.96,60719,31551
95357,74419.8,52823,34286
95358,61136.4,47568,24813
95360,61885.200000000004,44844,26614
95361,69800.64,54570,30554
95363,70989.36,53533,29352
95364,42249.48,128750,21250
95365,37290.24,26293,20815
95366,87642.36,64463,35165
95367,69109.56,48299,29848
95368,91526.76000000001,60810,39464
95369,47723.520000000004,34018,26579
95370,59498.4,45314,23633
95372,69936.36,49531,31750
95374,55351.92,36512,31492
95376,96286.32,71839,37690
95379,59684.04,43875,28952
95380,52706.16,45269,24508
95382,73100.04000000001,59216,26120
95383,71898.84,52310,29464
95385,47913.840000000004,32054,21625
95386,61259.64,45332,27875
95387,34449.48,48750,18000
95388,48402.12,37917,23579
95389,79584.96,62917,42167
953HH,0.0,0,0
953XX,25350.0,16250,0
95401,76374.48,60352,35019
95403,80976.48,63367,38349
95404,81555.24,71028,32589
95405,88272.6,67168,42298
95407,67950.48,52740,36129
95409,81783.0,62009,36928
95410,62471.76,43750,29444
95412,80506.92,60000,31042
95415,50470.68,40000,29038
95417,64350.0,45536,20000
95419,60233.16,45714,33611
95420,60206.64,65882,12120
95421,59637.240000000005,47159,28929
95422,31978.440000000002,24338,15737
95423,41652.0,29203,16510
95424,27161.16,25114,17125
95425,70435.56,55515,29167
95426,78000.0,60700,30313
95427,35936.16,24286,16250
95428,43680.0,33571,22333
95429,89895.0,57875,8750
95430,55737.240000000005,28125,37292
95431,0.0,0,0
95432,73036.08,50875,43523
95436,71374.68000000001,54688,30417
95437,52522.08,40983,26150
95439,83912.40000000001,81728,26875
95441,82254.12000000001,63750,38500
95442,86179.08,70117,38966
95443,54275.520000000004,29375,40313
95444,55899.48,48750,29808
95445,72387.12,51510,32083
95446,60975.72,50848,27778
95448,80408.64,65000,39508
95449,51402.0,60313,30417
95450,62400.0,51875,29792
95451,55177.200000000004,40367,30582
95452,90600.12000000001,64044,51458
95453,53171.04,41123,23613
95454,46283.64,35303,20313
95456,66473.16,42944,40625
95457,46743.840000000004,33029,21689
95458,39000.0,27763,21071
95459,59280.0,51500,20000
95460,69264.0,56055,25417
95461,68346.72,47490,30741
95462,60520.200000000004,50735,25556
95463,49650.12,31250,58750
95464,40463.28,27333,19688
95465,66028.56,58922,31326
95466,64350.0,44722,34444
95468,46500.48,36250,21328
95469,57200.520000000004,39698,25481
95470,69187.56,50708,30919
95471,61100.520000000004,47778,21667
95472,87512.88,68786,34832
95476,78346.32,58827,38122
95480,39000.0,159910,"2,500-"
95481,48750.0,0,31250
95482,55968.12,48586,26074
95485,43595.76,31750,17112
95488,56550.0,49375,16442
95490,53270.880000000005,41468,23312
95492,97627.92,70318,35462
95493,75493.08,48438,48333
95494,43875.0,29688,24500
95497,107959.8,72344,46250
954HH,0.0,0,0
954XX,26910.0,55313,16000
95501,40274.520000000004,40108,18941
95502,0.0,0,0
95503,55793.4,43756,22256
95511,46475.520000000004,28958,45278
95514,58066.32,38125,29286
95519,60955.44,46955,21172
95521,37684.92,46100,15514
95524,73159.32,52813,27833
95525,51316.200000000004,38700,23438
95526,38708.28,25875,22500
95527,41925.0,31406,22188
95528,56024.28,41765,21083
95531,46430.28,40246,17351
95536,58002.36,44926,31806
95537,35656.92,48125,19250
95540,49179.0,39884,21331
95542,43996.68,35461,20272
95543,32418.36,23125,14167
95545,32175.0,39375,7917
95546,32047.08,23201,14375
95547,69000.36,47778,23333
95548,44915.520000000004,29950,22500
95549,79170.0,55313,26250
95550,76538.28,48125,55000
95551,49094.76,36250,25268
95552,31850.52,23125,17500
95553,26813.280000000002,23250,14145
95554,50565.840000000004,34286,31750
95555,43318.08,31250,23281
95556,40589.64,26898,18750
95558,40625.520000000004,32188,15000
95559,50115.0,36607,3750
95560,43199.520000000004,33214,17250
95562,44887.44,39269,19353
95563,36770.76,24487,21333
95564,56983.68,41042,35833
95565,57022.68,34063,37448
95567,43982.64,31458,25038
95568,24375.0,18500,9583
95569,48236.76,45313,25865
95570,52575.12,39009,19792
95571,48395.880000000005,31023,21250
95573,42099.72,35938,20813
95585,36518.04,23281,23750
95587,31633.68,50833,18036
95589,58125.6,44063,21827
95595,34368.36,31250,10625
955HH,0.0,0,0
955XX,71175.0,46875,"2,500-"
95601,78975.0,53250,41250
95602,75040.68000000001,57396,30907
95603,76223.16,60845,29494
95605,42297.840000000004,36056,20787
95606,56940.0,36667,25000
95607,128754.6,82476,77500
95608,70307.64,63929,29026
95610,71033.04000000001,58986,33514
95612,67942.68000000001,60694,35764
95613,21450.0,13750,15000
95614,100587.24,67039,50833
95615,53578.200000000004,47639,23929
95616,65232.96,83477,22262
95618,207662.52000000002,133117,0
95619,64573.08,50238,29450
95620,85269.6,62582,37073
95621,66504.36,50060,33658
95623,61398.48,41875,31350
95624,102392.16,71037,38848
95625,77513.28,61346,40750
95626,73965.84,51467,38693
95627,64474.8,42212,40238
95628,94362.84,72686,36059
95629,77550.72,60887,25694
95630,114538.32,82749,47770
95631,79299.48,54199,28491
95632,71379.36,51250,27311
95633,89094.72,58516,43571
95634,64456.08,44375,25833
95635,76606.92,50481,48214
95636,63699.48,41429,40455
95637,63513.840000000004,62917,21000
95638,113543.04000000001,74091,53214
95639,22425.0,13750,25357
95640,63445.200000000004,48750,24583
95641,56144.4,37143,34107
95642,61449.96,45613,26292
95645,57682.560000000005,43158,31307
95646,65520.0,55625,41250
95648,78566.28,57942,28358
95650,99398.52,70342,37157
95651,63885.12,38750,41429
95653,55113.240000000005,36750,18393
95655,12675.0,0,8125
95658,94287.96,65478,38967
95659,72706.92,52500,36964
95660,51745.200000000004,40359,25023
95661,92113.32,72167,40150
95662,84511.44,61520,37632
95663,91420.68000000001,61450,40227
95664,71387.16,46957,36389
95665,74831.64,51520,28553
95666,57545.28,38868,25500
95667,73789.56,54139,27575
95668,62183.16,53125,29000
95669,71462.04000000001,50921,28438
95670,70157.88,58706,31586
95672,110159.40000000001,73478,40000
95673,69171.96,49132,28162
95674,66300.0,48393,27426
95675,56298.840000000004,35726,38750
95676,63513.840000000004,36000,41786
95677,83787.6,64025,32545
95678,76923.6,59261,36021
95681,61181.64,37647,50156
95682,99629.40000000001,70955,37382
95683,120140.28,79695,42895
95684,71100.12,48681,29688
95685,73769.28,53430,35889
95686,42822.0,35469,25119
95687,88456.68000000001,65310,41330
95688,95915.04000000001,72464,37259
95689,82116.84,60978,40625
95690,59202.0,47917,28276
95691,55158.48,45407,21700
95692,61325.16,47500,19536
95693,105977.04000000001,73008,38958
95694,75357.36,62244,31324
95695,67476.24,56930,29309
956HH,0.0,0,0
956XX,0.0,0,0
95701,72930.0,51250,28333
95703,85475.52,59821,31573
95709,70928.52,48803,28125
95713,74530.56,56327,26277
95714,79950.0,52273,33750
95715,56550.0,48125,31250
95717,45581.64,38750,23333
95720,50375.520000000004,63571,28542
95721,0.0,0,0
95722,93132.0,62469,44844
95726,70906.68000000001,47710,29188
95728,105495.0,67625,0
95735,195000.0,125000,0
95736,56550.0,36250,0
95742,78609.96,52109,48281
95746,156182.52000000002,104050,46111
95747,98089.68000000001,67220,42892
95758,105729.0,71738,44023
95762,141679.2,92909,70323
95765,129996.36,87814,46089
95776,72139.08,53464,30659
957HH,0.0,0,0
957XX,0.0,0,0
95814,31616.52,48859,18175
95815,40917.24,37752,20334
95816,55044.6,66640,30034
95817,39959.4,40959,17894
95818,62095.8,67630,23490
95819,87057.36,60877,43589
95820,48620.520000000004,38577,22795
95821,55253.64,55192,22989
95822,55846.44,44322,22234
95823,55790.28,47207,23324
95824,43130.880000000005,35864,21048
95825,54715.44,57120,29244
95826,66360.84,57081,31161
95827,67835.04000000001,52560,35274
95828,70059.6,52049,28531
95829,99301.8,65384,45938
95830,83931.12000000001,74625,35000
95831,90175.8,77859,37994
95832,46158.840000000004,37986,19634
95833,67377.96,54346,34594
95834,64413.96,51958,35269
95835,99450.0,65568,26667
95836,0.0,0,0
95837,134178.72,105696,39000
95838,48147.840000000004,40696,23844
95841,52241.28,47640,28025
95842,62354.76,49827,30926
95843,91859.04000000001,67179,40408
95864,92408.16,71538,37267
958HH,0.0,0,0
95901,46077.72,41236,20467
95903,52387.92,30917,34495
95910,48506.64,55417,10714
95912,59192.64,45667,23264
95913,55486.08,37386,18000
95914,42120.0,31250,16875
95916,46434.96,33424,15893
95917,57974.28,41250,25163
95918,64629.240000000005,42419,28929
95919,41686.32,27778,23056
95920,40113.840000000004,25625,25750
95922,39000.0,27303,11458
95923,63599.64,40577,42857
95925,56745.0,41250,30455
95926,44709.6,49320,17990
95928,47522.28,49987,21223
95930,57200.520000000004,37222,26786
95932,54057.12,42319,24243
95934,25579.32,25500,14306
95935,43179.24,33250,13194
95936,64629.240000000005,41786,39500
95937,0.0,0,0
95938,78638.04000000001,58750,28958
95939,39812.76,30313,21250
95941,41274.48,28542,16875
95942,90756.12000000001,64667,24792
95943,52433.16,36250,31667
95944,98150.52,62917,0
95945,52183.560000000005,41870,23872
95946,79915.68000000001,53188,39792
95947,46800.0,32330,24000
95948,46711.08,40298,20675
95949,77976.6,52763,32284
95950,42042.0,37500,25350
95951,52650.0,37414,19856
95953,47619.0,40822,17300
95954,51879.36,36359,22267
95955,55287.96,36518,30781
95956,59799.48,38958,14464
95957,49140.0,34500,22143
95959,70301.40000000001,51060,29325
95960,63570.0,50441,25313
95961,42134.04,31250,20186
95962,64760.28,48199,34750
95963,48589.32,35500,23313
95965,37937.64,31405,17645
95966,48938.76,37177,17461
95968,48433.32,33281,24583
95969,49589.28,36706,20488
95970,61230.0,60000,19643
95971,54882.36,46603,18011
95972,44118.36,45500,22917
95973,63671.4,50799,26927
95974,53868.36,32656,49643
95975,67693.08,50451,30357
95977,74193.6,50000,30956
95978,95550.0,61250,0
95979,41535.0,31750,17000
95981,22668.36,63750,13594
95982,65872.56,46447,21875
95983,77720.76000000001,32417,58571
95984,68250.0,48750,43750
95986,34710.0,12250,25000
95987,55674.840000000004,40388,29141
95988,52692.12,42765,21189
95991,50668.8,47854,22918
95993,74168.64,57548,30671
959HH,0.0,0,0
959XX,16131.960000000001,10441,10000
96001,53325.48,47759,18933
96002,54018.12,40962,23920
96003,55465.8,43668,24736
96006,50700.0,34886,27212
96007,45828.12,33686,18986
96008,66831.96,43750,28750
96009,44460.0,35982,11806
96010,33540.0,26667,13125
96011,36660.0,26667,20625
96013,49374.0,36276,24009
96014,57376.8,48125,35972
96015,41850.12,26827,0
96016,77090.52,50313,48393
96017,48927.840000000004,30000,33750
96019,40703.520000000004,32344,20101
96020,56110.08,46544,25655
96021,43547.4,32058,18743
96022,60075.6,42300,27026
96023,38179.44,26518,21250
96024,50180.520000000004,38824,14821
96025,36719.28,30450,18674
96027,48884.16,32434,28500
96028,49522.200000000004,35391,28750
96029,49725.0,32083,12083
96031,21450.0,16000,8542
96032,49820.16,38100,15625
96033,46800.0,29375,33333
96034,54990.0,36250,30000
96035,44408.520000000004,32288,23516
96037,42413.28,25313,38333
96038,48927.840000000004,38906,18750
96039,32994.0,24813,16324
96040,49659.48,41944,26957
96041,36185.76,25768,15690
96044,41396.16,26970,22250
96046,23139.48,16786,13167
96047,43921.8,29531,22188
96048,51431.64,39250,22000
96050,34125.0,33125,13750
96051,56968.08,42000,12604
96052,49339.68,32543,23438
96054,41229.24,27500,19167
96055,48703.200000000004,35625,26563
96056,47952.840000000004,32857,22841
96057,48750.0,36250,19375
96058,36695.880000000005,22917,24250
96059,46268.04,33750,23295
96061,70850.52,47500,39583
96062,76374.48,50938,29063
96063,46800.0,24375,35417
96064,46876.44,32500,22279
96065,43431.96,34375,15000
96067,51921.48,46359,19479
96068,25070.760000000002,17250,11875
96069,57613.920000000006,38173,30000
96071,44850.0,40391,4167
96073,88086.96,59500,38750
96074,31850.52,21250,18750
96075,37329.24,26000,11875
96076,34125.0,41250,12202
96080,49968.36,40063,21507
96084,52650.0,35804,21250
96085,29900.52,23750,6250
96086,36725.520000000004,31786,12083
96087,65590.2,44821,36563
96088,53486.16,38430,19250
96090,35343.36,24688,17917
96091,48750.0,34659,21250
96092,40800.24,36042,20125
96093,47706.36,38373,20888
96094,48848.28,41034,16347
96095,0.0,0,0
96096,62045.880000000005,44250,21250
96097,45333.6,38518,19967
960HH,0.0,0,0
960XX,72800.52,94591,45833
96101,42726.840000000004,33643,17966
96103,78878.28,53125,34830
96104,48750.0,36964,20313
96105,49863.840000000004,38875,13281
96106,34125.0,22054,17222
96107,49179.0,43510,29722
96108,69983.16,44861,0
96109,44091.840000000004,33250,16618
96110,50700.0,58000,13750
96112,31931.64,23750,17083
96113,53021.28,35938,32250
96114,66482.52,45406,33026
96115,41730.0,29688,25000
96116,22749.48,18125,14028
96117,58988.28,42292,23438
96118,53138.28,43750,18571
96119,23075.52,13958,75297
96120,61680.840000000004,50375,24500
96121,65186.16,53542,30156
96122,50576.76,41007,20938
96123,34449.48,20833,33750
96124,66462.24,43750,42604
96125,50266.32,31607,36500
96126,53949.48,34167,35357
96128,44363.28,31094,19375
96130,59027.28,47003,26194
96132,19500.0,11250,13750
96133,99450.0,80102,27386
96134,42837.6,33417,19375
96136,41438.28,32708,26250
96137,53927.64,41369,18125
96140,91472.16,67679,36667
96141,118689.48000000001,86664,46563
96142,78995.28,52165,46087
96143,60489.0,50673,31735
96145,85800.0,68285,40191
96146,100100.52,65592,62917
96148,68758.56,44609,42857
96150,62034.96,51099,29857
96161,89997.96,63631,42652
961HH,0.0,0,0
961XX,76050.0,51250,34167
97635,34937.76,24196,9375
976HH,0.0,0,0
